

200x19	200 120 6,3 4,75 187,4	24,0 	1679 168 8,36 188	182 30,3 2,75 46,4	3,17	2,67	0,871	21,9
200x22	200 120 8,0 4,75 184,0	27,9	2017 202 8,49 225	231 38,4 2,87 58,6	3,23	4,75	0,871	21,9
200x25	200 120 9,5 4,75 181,0	31,4	2305 230 8,57 256	274 45,6 2,95 69,4	3,27	7,51	0,871	24,6
200x20	200 130 6,3 4,75 187,4	25,3	1797 180 8,43 200	231 35,5 3,02 54,3	3,45	2,84	0,911	19,8
200x23	200 130 8,0 4,75 184,0	29,5	2165 216 8,56 240	293 45,1 3,15 68,6	3,52	5,09	0,911	23,2
200x26	200 130 9,5 4,75 181,0	33,3	2477 248 8,63 274	348 53,5 3,23 81,3	3,55	8,08	0,911	26,1
200x21	200 140 6,3 4,75 187,4	26,5	1916 192 8,50 213	288 41,2 3,30 62,8	3,74	3,00	0,951	20,8
200x24	200 140 8,0 4,75 184,0	31,1	2312 231 8,62 255	366 52,3 3,43 79,4	3,80	5,44	0,951	24,4
200x28	200 140 9,5 4,75 181,0	35,2	2650 265 8,68 292	435 62,1 3,51 94,1	3,84	8,65	0,951	27,6
250x21	250 120 6,3 4,75 237,4	26,4	2775 222 10,30 251	182 30,3 2,62 46,7	3,10	2,85	0,971	20,7
250x24	250 120 8,0 4,75 234,0	30,3	3319 266 10,5 297	231 38,4 2,76 58,9	3,17	4,93	0,971	23,8
250x27	250 120 9,5 4,75 231,0	33,8	3787 303 10,6 338	274 45,6 2,85 69,7	3,22	7,68	9,971	26,5
250x23	250 140 6,3 4,75 237,4	28,9	3149 252 10,4 282	288 41,2 3,16 63,1	3,67	3,19	1.050	22,7
250x23	250 140 8,0 4,75 234,0	33,5	3788 303 10,6 336	366 52,3 3,31 79,7	3,74	5,61	1,050	26,3
250x30	250 140 9,5 4,75 231,0	37,6	4336 347 10,7 383	435 62,1 3,40 94,4	3,79	8,83	1,050	29,5
250x25	250 160 6,3 4,75 237,4	31,4	3524 282 10,6 313	430 53,8 3,70 82,0	4,24	3,52	1,130	24,7
250x29	250 160 8,0 4,75 234,0	36,7	4257 341 10,8 375	546 68,3 3,86 104,0	4,32	6,30	1,130	28,8
250x33	250 160 9,5 4,75 231,0	41,4	4886 391 10,9 391	649 81,1 3,96 123,0	4,36	9,97	1,130	32,5
300x23	300 120 6,3 4,75 287,4	28,8	4201 280 12,1 320	182 30,3 2,51 47,0	3,04	3,03	1,070	22,6
300x26	300 120 8,0 4,75 284,0	32,7	5000 333 12,4 376	231 38,4 2,66 59,2	3,12	5,11	1,070	25,7
300x29	300 120 9,5 4,75 281,0	36,1	5690 379 12,5 425	274 45,6 2,75 70,0	3,17	7,86	1,070	28,4
300x25	300 140 6,3 4,75 287,4	31,3	4744 316 12,3 357	288 41,2 3,04 63,4	3,60	3,36	1,150	24,6
300x28	300 140 8,0 4,75 284,0	35,9	5683 379 12,6 423	366 52,3 3,19 80,0	3,69	5,79	1,150	28,2
300x32	300 140 9,5 4,75 281,0	39,9	6492 233 12,7 480	435 62,1 3,30 94,7	3,74	9,01	1,150	31,4
300x27	300 160 6,3 4,75 287,4	33,8	5288 353 12,5 394	430 53,8 3,57 82,3	4,17	3,69	1,230	26,5
300x31	300 160 8,0 4,75 284,0	39,1	6365 424 12,8 470	546 68,3 3,74 104,0	4,26	6,48	1,230	30,7
300x34	300 160 9,5 4,75 281,0	43,7	7294 486 12,9 535	649 81,1 3,85 123,0	4,31	10,10	1,230	34,3
300x29	300 180 6,3 4,75 287,4	36,3	5831 389 12,7 431	613 68,1 4,11 104,0	4,74	4,03	1,310	28,5
300x33	300 180 8,0 4,75 284,0	42,3	7047 470 12,9 516	778 86,4 4,29 131,0	4,83	7,16	1,310	33,2
300x38	300 180 9,5 4,75 281,0	47,5	8096 540 13,0 591	924 103,0 4,41 155,0	4,89	11,30	1,310	37,3
350x26	350 140 6,3 4,75 337,4	33,7	6730 385 14,1 438	288 41,2 2,93 63,6	3,54	3,54	1,250	26,4
350x30	350 140 8,0 4,75 334,0	38,3	8026 459 14,5 516	366 52,3 3,09 80,3	3,64	5,97	1,250	30,0
350x34	350 140 9,5 4,75 331,0	42,3	9148 523 14,7 583	435 62,1 3,21 95,0	3,69	9,18	1,250	33,2
350x28	350 160 6,3 4,75 337,4	36,2	7475 427 14,4 482	482 53,8 3,45 82,5	4,11	3,87	1,330	28,4
350x33	350 160 8,0 4,75 334,0	41,5	8962 512 14,7 570 	546 68,3 3,63 104,0	4,21	6,65	1,330	32,6
350x36	350 160 9,5 4,75 331,0	46,1	10248 586 14,9 648	649 81,1 3,75 123,0	4,27	10.30	1,330	36,2
350x31	350 180 6,3 4,75 337,4	38,7	8219 470 14,6 525	613 68,1 3,98 104,0	4,68	4,21	1,410	30,4
350x35	350 180 8,0 4,75 334,0	44,7	9898 566 14,9 625	778 86,4 4,17 131,0	4,78	7,34	1,410	35,1
350x39	350 180 9,5 4,75 331,0	49,9	11351 649 15,1 712	924 103,0 4,30 156,0	4,84	11,50	1,410	39,2
350x38	350 200 8,0 4,75 334,0	47,9	10834 619 15,0 680	1067 107,0 4,72 162,0	5,35	8,02	1,490	37,6
